0,1,2,3
1.0,-3.354689598083496,5.521437644958496,3.4213130474090576
0.0,13.172121047973633,5.032829761505127,17.56973648071289
1.0,-0.8608756065368652,2.4454798698425293,9.061356544494629
0.0,14.194475173950195,5.023849964141846,17.427465438842773
1.0,4.764164924621582,3.0507166385650635,6.762935638427734
0.0,3.275075674057007,11.42404842376709,3.5119950771331787
0.0,13.835882186889648,4.258851528167725,19.144805908203125
0.0,13.037590980529785,3.9412028789520264,18.164981842041016
0.0,13.06001091003418,4.215939044952393,17.90812873840332
0.0,14.1580228805542,1.7054015398025513,18.175113677978516
1.0,3.646493911743164,2.0089147090911865,5.431856155395508
0.0,13.072747230529785,4.877028465270996,17.45138931274414
1.0,-0.8226161599159241,2.4166033267974854,8.674703598022461
0.0,12.827533721923828,3.69989275932312,17.96833610534668
0.0,14.337617874145508,4.298829078674316,17.461278915405273
1.0,-1.0119175910949707,2.574439764022827,9.230935096740723
0.0,13.285552978515625,4.230443954467773,19.05586814880371
0.0,13.141490936279297,4.754903793334961,18.889509201049805
0.0,14.090311050415039,2.4551844596862793,18.1279296875
1.0,6.542662143707275,2.553354263305664,6.191351890563965
0.0,13.697278022766113,3.4435575008392334,18.438488006591797
0.0,12.905543327331543,3.1763358116149902,18.239795684814453
0.0,14.563162803649902,2.405147075653076,18.13799285888672
1.0,5.982780933380127,2.6660032272338867,6.031558513641357
0.0,14.098907470703125,5.558395862579346,17.87750244140625
0.0,13.233744621276855,4.070631504058838,17.894596099853516
1.0,4.864142417907715,2.5073957443237305,6.216650485992432
0.0,14.478846549987793,2.734222888946533,18.10675811767578
1.0,3.4334213733673096,1.801183819770813,5.434847831726074
1.0,5.93782901763916,2.7927069664001465,6.331180095672607
1.0,7.712925910949707,1.9984066486358643,6.214914321899414
1.0,5.2368035316467285,3.596320152282715,6.119104862213135
0.0,13.911343574523926,5.43942403793335,17.966821670532227
0.0,13.061141014099121,5.080251216888428,19.173694610595703
0.0,14.118393898010254,3.626169204711914,18.26842498779297
0.0,3.0882174968719482,11.467652320861816,4.183305740356445
1.0,5.1831135749816895,3.781264066696167,6.048616409301758
1.0,4.185959815979004,3.854829788208008,6.004453182220459
1.0,-3.5377979278564453,4.9534406661987305,4.014266490936279
0.0,13.487428665161133,2.866083860397339,18.587873458862305
0.0,13.715293884277344,3.0452144145965576,18.921037673950195
0.0,13.316036224365234,6.680308818817139,17.99464988708496
0.0,3.0479226112365723,11.309120178222656,3.814201831817627
0.0,14.239940643310547,3.463815689086914,18.362951278686523
1.0,5.349143981933594,3.5030829906463623,6.23775577545166
0.0,13.66601848602295,2.2049055099487305,18.430185317993164
1.0,8.362383842468262,1.9410568475723267,6.291440010070801
0.0,13.107109069824219,5.974255561828613,18.21816062927246
0.0,3.1410067081451416,11.82344913482666,4.968677997589111
1.0,-3.4048726558685303,5.094675064086914,4.079335689544678
0.0,13.98690128326416,2.9913103580474854,18.653234481811523
0.0,13.54455280303955,4.4979634284973145,17.268526077270508
0.0,13.593432426452637,5.881801128387451,18.621545791625977
0.0,13.988956451416016,5.062641143798828,17.591766357421875
0.0,14.382181167602539,1.5300683975219727,18.2755069732666
1.0,4.084516525268555,2.887284278869629,6.722163677215576
1.0,5.220541000366211,3.0589239597320557,5.471465587615967
1.0,0.4021013081073761,3.612389326095581,7.204948425292969
1.0,-3.0346665382385254,5.020774841308594,4.8104777336120605
0.0,13.098917961120605,6.777578353881836,18.203044891357422
1.0,-3.6861343383789062,4.635875225067139,4.269039630889893
1.0,0.5575258731842041,3.6070966720581055,7.231101036071777
1.0,4.978241920471191,3.63797664642334,6.132796287536621
0.0,13.419693946838379,6.459346294403076,18.18052101135254
0.0,13.14794921875,6.0728912353515625,18.59244728088379
0.0,13.734037399291992,4.2499613761901855,17.302989959716797
0.0,13.758925437927246,4.332094669342041,18.556455612182617
1.0,-3.2259111404418945,6.034107685089111,2.8926446437835693
1.0,-0.941433846950531,2.5819363594055176,9.142451286315918
1.0,-3.219815254211426,5.0474958419799805,4.493017196655273
1.0,-0.6216748356819153,2.4092047214508057,8.632393836975098
