0,1,2,3,biosyn_class
379.0,394.0,5.170178243884271,0.0,NRP
188.0,361.0,5.222456974009439,0.0,Alkaloid
250.0,372.0,5.231075406024377,0.0,Polyketide
32.0,106.0,5.282333435190714,0.0,NRP
253.0,402.0,5.312461609435981,0.0,Polyketide
283.0,404.0,5.333981558537979,0.0,Saccharide
320.0,330.0,5.362493964884897,0.0,Polyketide
329.0,349.0,5.36705074162026,0.0,Polyketide
265.0,385.0,5.371652993707984,0.0,Polyketide
249.0,351.0,5.402595311227313,0.0,RiPP
313.0,388.0,5.413416648236499,0.0,NRP
377.0,389.0,5.444982970171678,0.0,NRP
102.0,157.0,5.54057774760031,0.0,Alkaloid
317.0,384.0,5.624409272410357,0.0,Terpene
362.0,410.0,5.639032637642962,0.0,Alkaloid
367.0,393.0,5.64018687513919,0.0,NRP
375.0,395.0,5.6576547618438635,0.0,NRP
34.0,262.0,5.691959467940399,0.0,Polyketide
175.0,266.0,5.741864695425537,0.0,Polyketide
376.0,397.0,5.749782265298678,0.0,Polyketide
373.0,383.0,5.788327912595196,0.0,Polyketide
323.0,403.0,5.921686379138429,0.0,Terpene
257.0,391.0,5.9240994625369945,0.0,RiPP
396.0,413.0,5.958706880135588,0.0,NRP
308.0,415.0,6.066033377874352,0.0,NRP
267.0,420.0,6.203767167185966,0.0,NRP
407.0,416.0,6.213204486797367,0.0,Terpene
369.0,409.0,6.563235268288693,0.0,Other
412.0,428.0,6.640816475305813,0.0,Polyketide
398.0,425.0,6.71180541763537,0.0,Terpene
319.0,405.0,6.718702529208263,0.0,Polyketide
350.0,414.0,6.750132798452477,0.0,NRP
18.0,231.0,6.834287814871734,0.0,NRP
408.0,422.0,6.933514016977237,0.0,NRP
392.0,411.0,6.944007977454415,0.0,Polyketide
390.0,424.0,6.96737987938923,0.0,NRP
9.0,11.0,7.0072845791560585,0.0,RiPP
340.0,400.0,7.123911534078518,0.0,Saccharide
343.0,423.0,7.133456767014126,0.0,NRP
251.0,429.0,7.219837146826943,0.0,NRP
245.0,438.0,7.40953642977172,0.0,Saccharide
419.0,441.0,7.750314405935604,0.0,Polyketide
406.0,434.0,7.776501247270881,0.0,NRP
244.0,427.0,7.878056782920031,0.0,Polyketide
240.0,440.0,7.974908594257652,0.0,Saccharide
421.0,430.0,8.175705386283235,0.0,NRP
401.0,443.0,8.188797929013298,0.0,Saccharide
399.0,433.0,8.323599045030058,0.0,Polyketide
431.0,446.0,8.341626139912558,0.0,RiPP
242.0,445.0,8.605347522071854,0.0,Polyketide
247.0,432.0,8.72232435908971,0.0,Polyketide
289.0,435.0,8.852900193148308,0.0,NRP
418.0,437.0,9.341788352440208,0.0,Alkaloid
162.0,272.0,9.361068364089041,0.0,Polyketide
279.0,436.0,9.50805211032126,0.0,NRP
248.0,455.0,9.605956746481837,0.0,Polyketide
426.0,444.0,10.047088458906666,0.0,NRP
439.0,453.0,10.174920571369496,0.0,Polyketide
239.0,448.0,10.415169312455085,0.0,Polyketide
417.0,459.0,10.705975771290161,0.0,Other
449.0,462.0,10.832317515260142,0.0,NRP
442.0,454.0,11.244540705214012,0.0,Other
447.0,460.0,11.584780541829108,0.0,Other
456.0,457.0,12.144972264626505,0.0,Alkaloid
450.0,451.0,15.71818201123001,0.0,Polyketide
458.0,464.0,20.80634742794645,0.0,Alkaloid
463.0,466.0,24.219837557453882,0.0,NRP
452.0,461.0,26.639747858604576,0.0,RiPP
465.0,468.0,34.83053567856193,0.0,NRP
467.0,470.0,48.00841385024091,0.0,Terpene
469.0,471.0,65.94632244641366,0.0,NRP
472.0,473.0,115.27922667735325,0.0,NRP
474.0,475.0,188.00646621164825,0.0,Polyketide
