0,1,2,3,biosyn_class
344.0,347.0,3.7778742623095396,0.0,Polyketide
348.0,341.0,3.778199703133789,0.0,Polyketide
85.0,82.0,3.786948524431686,0.0,Polyketide
100.0,88.0,3.7910609306678755,0.0,RiPP
351.0,216.0,3.798605728381301,0.0,NRP - PK
345.0,144.0,3.800168848419142,0.0,Saccharide
353.0,164.0,3.8031911540318597,0.0,Other
127.0,221.0,3.8040957799856217,0.0,Other
204.0,137.0,3.8063939189344262,0.0,Other
232.0,138.0,3.8081075823307495,0.0,Polyketide
349.0,355.0,3.8113330011436104,0.0,Other
323.0,61.0,3.8115867008943174,0.0,Polyketide
358.0,194.0,3.814318966065827,0.0,Polyketide
336.0,176.0,3.816504069271654,0.0,Polyketide
360.0,203.0,3.825680263083633,0.0,Alkaloid
359.0,239.0,3.826940184280219,0.0,Polyketide
63.0,161.0,3.8316586927783227,0.0,NRP
361.0,352.0,3.834048879245227,0.0,NRP
362.0,94.0,3.837223107069372,0.0,NRP
363.0,249.0,3.845764401705834,0.0,Terpene
354.0,111.0,3.8481937312320746,0.0,Terpene
79.0,40.0,3.8549318945952042,0.0,RiPP
365.0,57.0,3.856634614089902,0.0,NRP
370.0,91.0,3.8593682990017624,0.0,NRP
366.0,44.0,3.860339756772633,0.0,NRP
139.0,372.0,3.8671659405302288,0.0,Polyketide
371.0,179.0,3.8684116656561955,0.0,NRP
223.0,22.0,3.869009929075409,0.0,Other
319.0,170.0,3.8692014438479942,0.0,NRP
373.0,368.0,3.8709455355978566,0.0,NRP
374.0,331.0,3.874090638045848,0.0,Polyketide
145.0,234.0,3.879251986952713,0.0,Polyketide
377.0,328.0,3.8804854728425515,0.0,NRP
378.0,357.0,3.8815467553025056,0.0,Polyketide
381.0,380.0,3.8841700113403292,0.0,NRP
382.0,346.0,3.8919878295579133,0.0,Polyketide
383.0,376.0,3.89350584094721,0.0,Terpene
384.0,66.0,3.898611432457777,0.0,NRP
385.0,167.0,3.9018378131203346,0.0,NRP
386.0,56.0,3.904363284717048,0.0,Other
356.0,367.0,3.9137403699015447,0.0,RiPP
387.0,388.0,3.916424146779234,0.0,RiPP
389.0,342.0,3.9182131245550833,0.0,RiPP
390.0,375.0,3.922393770085737,0.0,Polyketide
391.0,36.0,3.9269932095828493,0.0,NRP
392.0,20.0,3.927241699348709,0.0,Alkaloid
364.0,350.0,3.9341570545709774,0.0,Polyketide
393.0,379.0,3.945029618012749,0.0,NRP
395.0,49.0,3.9488358195002675,0.0,Polyketide
396.0,277.0,3.9509924582757896,0.0,NRP
397.0,286.0,3.956586600632646,0.0,Polyketide
158.0,198.0,3.9634375918725517,0.0,Other
394.0,159.0,3.9704827057141903,0.0,Polyketide
398.0,101.0,3.97055138243759,0.0,RiPP
151.0,149.0,3.973529382035458,0.0,RiPP
401.0,93.0,3.988060469767502,0.0,NRP
403.0,293.0,3.9968261956534357,0.0,NRP
404.0,62.0,4.002000178989885,0.0,Alkaloid
405.0,402.0,4.00738522515336,0.0,Polyketide
406.0,25.0,4.019827283445208,0.0,NRP
407.0,112.0,4.035832532502081,0.0,Polyketide
163.0,213.0,4.045395165203109,0.0,Saccharide
408.0,206.0,4.047376161598959,0.0,Polyketide
410.0,210.0,4.0503166288320935,0.0,Polyketide
411.0,86.0,4.05596790337281,0.0,Polyketide
412.0,90.0,4.062597078154702,0.0,RiPP
413.0,73.0,4.064165436092674,0.0,NRP
414.0,1.0,4.071345450471755,0.0,NRP
415.0,107.0,4.088196553237194,0.0,Alkaloid
416.0,72.0,4.097395870082029,0.0,Terpene
417.0,248.0,4.117109631458573,0.0,Alkaloid
42.0,37.0,4.117539430179492,0.0,NRP
418.0,118.0,4.119368081314746,0.0,NRP
224.0,148.0,4.143972006116478,0.0,Polyketide
420.0,400.0,4.1534466362041975,0.0,Polyketide
422.0,253.0,4.199650735246172,0.0,Polyketide
423.0,242.0,4.202550782907711,0.0,Polyketide
419.0,31.0,4.213925283522932,0.0,Terpene
424.0,2.0,4.2150184195584295,0.0,RiPP
426.0,257.0,4.263177764300269,0.0,NRP
250.0,230.0,4.272459956578058,0.0,NRP
425.0,178.0,4.279030020057601,0.0,NRP
427.0,429.0,4.281385973236141,0.0,Terpene
430.0,428.0,4.283713622188754,0.0,Other
431.0,201.0,4.293452309827494,0.0,Polyketide
369.0,76.0,4.3328255871583,0.0,Terpene
432.0,433.0,4.333947460989849,0.0,Polyketide
434.0,166.0,4.347826444577765,0.0,NRP
23.0,3.0,4.360034811565908,0.0,NRP
147.0,187.0,4.381749078382327,0.0,NRP
435.0,114.0,4.387609884324431,0.0,Polyketide
409.0,399.0,4.404943146644423,0.0,NRP
438.0,26.0,4.409281810393849,0.0,RiPP
440.0,437.0,4.411789686264674,0.0,Saccharide
441.0,202.0,4.414977017735886,0.0,NRP
177.0,30.0,4.417569190401774,0.0,NRP
142.0,436.0,4.418140502965347,0.0,Saccharide
442.0,283.0,4.421023433411624,0.0,Polyketide
445.0,48.0,4.45562659413971,0.0,NRP
446.0,33.0,4.46386410438375,0.0,Polyketide
447.0,80.0,4.484617414422342,0.0,Saccharide
448.0,439.0,4.572120732843408,0.0,NRP
449.0,243.0,4.577067497790043,0.0,Saccharide
450.0,188.0,4.582426468659132,0.0,Polyketide
451.0,228.0,4.598948333094156,0.0,RiPP
444.0,117.0,4.659912318872858,0.0,Polyketide
452.0,453.0,4.665814015169611,0.0,Polyketide
454.0,244.0,4.675013038115113,0.0,NRP
455.0,443.0,4.710926531446714,0.0,Alkaloid
456.0,27.0,4.887589243703389,0.0,Polyketide
457.0,421.0,4.928489357231044,0.0,NRP
458.0,68.0,5.060199935553293,0.0,Polyketide
267.0,34.0,5.08677794711928,0.0,NRP
459.0,175.0,5.090043000291527,0.0,Polyketide
461.0,270.0,5.106894861027423,0.0,Polyketide
462.0,245.0,5.257502777217903,0.0,Other
