label,Dim1,Dim2
4.0,-14.476078987121582,6.754588603973389
4.0,-14.65661907196045,6.817540168762207
4.0,-14.476638793945312,6.78419828414917
3.0,-14.505475997924805,6.754497051239014
4.0,-14.532854080200195,6.791168689727783
4.0,-14.528582572937012,6.858766078948975
4.0,-14.678422927856445,6.791829586029053
0.0,-14.690119743347168,6.860267639160156
4.0,-14.552027702331543,6.773792743682861
1.0,-14.513638496398926,6.779508113861084
1.0,-14.41430950164795,6.733345985412598
1.0,-14.615007400512695,6.837921142578125
1.0,-14.629080772399902,6.868983268737793
4.0,-14.535646438598633,6.776652812957764
1.0,-14.605029106140137,6.767673015594482
3.0,-14.532008171081543,6.8419365882873535
1.0,-14.669059753417969,6.829805374145508
3.0,-14.63931655883789,6.88461446762085
0.0,-14.626886367797852,6.783962249755859
1.0,-14.65786075592041,6.79300594329834
4.0,-14.568289756774902,6.819424629211426
1.0,-14.490877151489258,6.7908854484558105
0.0,-14.68748664855957,6.7854461669921875
4.0,-14.590483665466309,6.784761905670166
4.0,-14.44153118133545,6.68553352355957
1.0,-14.468608856201172,6.757037162780762
4.0,-14.471614837646484,6.7399115562438965
4.0,-14.52740478515625,6.770395755767822
3.0,-14.644312858581543,6.8523454666137695
1.0,-14.514739990234375,6.813007831573486
3.0,-14.518604278564453,6.71400260925293
1.0,-14.524701118469238,6.785457611083984
4.0,-14.512903213500977,6.76724100112915
4.0,-14.540971755981445,6.833160877227783
3.0,-14.595829010009766,6.824952125549316
1.0,-14.53691291809082,6.761212348937988
0.0,-14.601423263549805,6.828686237335205
4.0,-14.801408767700195,6.783332824707031
4.0,-14.536067008972168,6.772165775299072
4.0,-14.473393440246582,6.710173606872559
0.0,-14.645392417907715,6.848276615142822
4.0,-14.617831230163574,6.900395393371582
0.0,-14.450435638427734,6.760857105255127
4.0,-14.58660888671875,6.78079080581665
4.0,-14.476539611816406,6.78533411026001
1.0,-14.62218189239502,6.778162479400635
4.0,-14.479850769042969,6.8223795890808105
1.0,-14.693520545959473,6.759363174438477
4.0,-14.701571464538574,6.915352821350098
1.0,-14.52102279663086,6.789876461029053
4.0,-14.582944869995117,6.868380546569824
1.0,-14.500106811523438,6.780192852020264
4.0,-14.566149711608887,6.809486389160156
0.0,-14.542688369750977,6.810741901397705
3.0,-14.587989807128906,6.8481855392456055
3.0,-14.578298568725586,6.853854179382324
4.0,-14.715581893920898,6.769601821899414
4.0,-14.684286117553711,6.824243545532227
3.0,-14.70483684539795,6.913275718688965
3.0,-14.583233833312988,6.755398750305176
4.0,-14.57014274597168,6.739217758178711
4.0,-14.62557601928711,6.796131134033203
3.0,-14.602324485778809,6.867323398590088
4.0,-14.637789726257324,6.774496078491211
4.0,-14.667489051818848,6.8608880043029785
1.0,-14.53720474243164,6.747075080871582
4.0,-14.616820335388184,6.79321813583374
3.0,-14.595427513122559,6.8311638832092285
4.0,-14.528482437133789,6.815203666687012
4.0,-14.631526947021484,6.903197288513184
0.0,-14.596226692199707,6.829878330230713
4.0,-14.627674102783203,6.787615776062012
4.0,-14.521856307983398,6.857089519500732
4.0,-14.616683006286621,6.778326511383057
4.0,-14.455890655517578,6.738937854766846
3.0,-14.86076545715332,6.775181770324707
3.0,-14.516791343688965,6.733384132385254
0.0,-14.560147285461426,6.835552215576172
1.0,-14.605712890625,6.895263671875
3.0,-14.475906372070312,6.716561317443848
1.0,-14.557842254638672,6.8313703536987305
4.0,-14.451729774475098,6.671280860900879
3.0,-14.62263298034668,6.757387161254883
0.0,-14.725215911865234,6.809776306152344
4.0,-14.567402839660645,6.875777244567871
1.0,-14.542922019958496,6.855527400970459
3.0,-14.585515975952148,6.830526828765869
3.0,-14.557275772094727,6.814275741577148
3.0,-14.503449440002441,6.750077247619629
1.0,-14.532228469848633,6.797293186187744
4.0,-14.691291809082031,6.716015815734863
3.0,-14.650315284729004,6.797252655029297
4.0,-14.558733940124512,6.771486282348633
0.0,-14.524470329284668,6.7871174812316895
1.0,-14.547467231750488,6.849830627441406
4.0,-14.563558578491211,6.768002033233643
4.0,-14.530275344848633,6.845444679260254
4.0,-14.516998291015625,6.712113857269287
1.0,-14.58848762512207,6.780371189117432
1.0,-14.679487228393555,6.835258960723877
3.0,-14.615598678588867,6.87004280090332
3.0,-14.6581449508667,6.841095447540283
4.0,-14.637537956237793,6.897594928741455
4.0,-14.700181007385254,6.829383850097656
4.0,-14.598871231079102,6.7960662841796875
1.0,-14.442910194396973,6.705279350280762
3.0,-14.548096656799316,6.862127780914307
0.0,-14.63437271118164,6.733151912689209
1.0,-14.427786827087402,6.65859842300415
1.0,-14.60450553894043,6.709611415863037
0.0,-14.51142692565918,6.775988578796387
4.0,-14.535828590393066,6.7408857345581055
4.0,-14.611701965332031,6.778545379638672
4.0,-14.513394355773926,6.773911476135254
1.0,-14.678755760192871,6.859846591949463
4.0,-14.51335620880127,6.81757926940918
0.0,-14.563362121582031,6.794159889221191
1.0,-14.56712532043457,6.820593357086182
0.0,-14.651488304138184,6.717036247253418
0.0,-14.552495002746582,6.772510051727295
0.0,-14.729202270507812,6.793028354644775
0.0,-14.726133346557617,6.887320518493652
1.0,-14.321974754333496,6.689699172973633
0.0,-14.553779602050781,6.784085273742676
3.0,-14.65548038482666,6.740972995758057
4.0,-14.511733055114746,6.8301167488098145
4.0,-14.638006210327148,6.785640239715576
4.0,-14.481474876403809,6.790992736816406
0.0,-14.530526161193848,6.813928604125977
0.0,-14.645598411560059,6.844909191131592
1.0,-14.525153160095215,6.7868452072143555
4.0,-14.603387832641602,6.821563243865967
3.0,-14.661813735961914,6.818724632263184
3.0,-14.49964427947998,6.845131874084473
4.0,-14.57204532623291,6.801437854766846
1.0,-14.618196487426758,6.804394245147705
3.0,-14.678563117980957,6.784248352050781
3.0,-14.47314453125,6.756506443023682
3.0,-14.740005493164062,6.821494102478027
4.0,-14.635760307312012,6.918511390686035
1.0,-14.583868026733398,6.813869476318359
0.0,-14.50812816619873,6.826504707336426
1.0,-14.569511413574219,6.790689468383789
1.0,-14.583584785461426,6.793839454650879
1.0,-14.59036636352539,6.809274196624756
0.0,-14.747194290161133,6.7882795333862305
1.0,-14.409651756286621,6.757447719573975
1.0,-14.702434539794922,6.828771591186523
3.0,-14.644911766052246,6.770224094390869
0.0,-14.560943603515625,6.779263973236084
4.0,-14.654057502746582,6.8953752517700195
0.0,-14.515463829040527,6.8227128982543945
1.0,-14.727875709533691,6.8807806968688965
4.0,-14.584259033203125,6.876855373382568
4.0,-14.609136581420898,6.816506385803223
0.0,-14.762493133544922,6.758525371551514
4.0,-14.554937362670898,6.823410511016846
4.0,-14.372329711914062,6.797008037567139
4.0,-14.700395584106445,6.760715007781982
1.0,-14.589576721191406,6.778523921966553
4.0,-14.598448753356934,6.838578701019287
3.0,-14.61050033569336,6.769618988037109
4.0,-14.633458137512207,6.80991268157959
1.0,-14.716105461120605,6.827449321746826
0.0,-14.618769645690918,6.77132511138916
3.0,-14.643003463745117,6.832502365112305
1.0,-14.54629135131836,6.8841729164123535
4.0,-14.609087944030762,6.878008842468262
1.0,-14.579156875610352,6.84671688079834
3.0,-14.697857856750488,6.74947452545166
4.0,-14.571269035339355,6.726571083068848
1.0,-14.586641311645508,6.781958103179932
4.0,-14.650040626525879,6.8889851570129395
4.0,-14.558926582336426,6.772608280181885
3.0,-14.684133529663086,6.775240421295166
0.0,-14.518823623657227,6.748871803283691
3.0,-14.706421852111816,6.82316780090332
0.0,-14.692989349365234,6.785473823547363
4.0,-14.645764350891113,6.7672600746154785
1.0,-14.601853370666504,6.781765937805176
1.0,-14.59854793548584,6.772654056549072
3.0,-14.626745223999023,6.722647666931152
0.0,-14.665095329284668,6.795272350311279
4.0,-14.459153175354004,6.7076802253723145
4.0,-14.620444297790527,6.795724391937256
1.0,-14.58602237701416,6.762174606323242
3.0,-14.652066230773926,6.7480645179748535
1.0,-14.596912384033203,6.801179885864258
4.0,-14.590020179748535,6.794909954071045
3.0,-14.448922157287598,6.77005672454834
3.0,-14.46297550201416,6.76810359954834
0.0,-14.57310962677002,6.769484996795654
1.0,-14.590605735778809,6.703808307647705
4.0,-14.606115341186523,6.699961185455322
0.0,-14.688166618347168,6.908626079559326
4.0,-14.596025466918945,6.7884297370910645
4.0,-14.599493980407715,6.756053924560547
0.0,-14.555520057678223,6.737849712371826
4.0,-14.629888534545898,6.808906078338623
3.0,-14.554679870605469,6.842623233795166
0.0,-14.575139045715332,6.833817958831787
1.0,-14.69278621673584,6.762542247772217
4.0,-14.600645065307617,6.79447078704834
1.0,-14.400036811828613,6.747899532318115
1.0,-14.514954566955566,6.77729606628418
4.0,-14.5709228515625,6.782686233520508
3.0,-14.626755714416504,6.829777240753174
4.0,-14.59574031829834,6.791884422302246
1.0,-14.571353912353516,6.76480770111084
0.0,-14.426555633544922,6.825709342956543
3.0,-14.536389350891113,6.826391220092773
3.0,-14.593780517578125,6.7953386306762695
1.0,-14.675750732421875,6.805314540863037
3.0,-14.64290714263916,6.82001256942749
1.0,-14.565377235412598,6.816201210021973
4.0,-14.644987106323242,6.849332332611084
4.0,-14.501297950744629,6.835628986358643
3.0,-14.652359008789062,6.800323486328125
4.0,-14.634766578674316,6.890227317810059
0.0,-14.633064270019531,6.80634880065918
4.0,-14.645550727844238,6.868735313415527
0.0,-14.762239456176758,6.8432135581970215
4.0,-14.563227653503418,6.826672554016113
3.0,-14.615427017211914,6.782293319702148
4.0,-14.565336227416992,6.88045597076416
4.0,-14.716017723083496,6.802478790283203
1.0,-14.585796356201172,6.866393566131592
