,Model,Neighbours,Distance,Weight,Trustworthiness,Accuracy,Bal. Accuracy,Cohen K,Matt. Corr. Coef
283,knn,45,0.2,0.2,0.9798984783600169,0.7186379928315413 +/- 0.03606100616536709,0.6364404114404114 +/- 0.06222406459717103,0.5081838997366662 +/- 0.02877809587231993,0.5128100719641802 +/- 0.028191062714041017
284,xg,45,0.2,0.2,0.9798984783600169,0.7157706093189964 +/- 0.03477779012699709,0.6412355006105006 +/- 0.04711285991095373,0.6162944683129411 +/- 0.01757403523894083,0.6195405721481887 +/- 0.017640247118486024
285,rf,45,0.2,0.3,0.9736564290410444,0.7756272401433691 +/- 0.03326009312801553,0.705128744712078 +/- 0.04714970504841568,0.6505395616466856 +/- 0.019028879439047533,0.65538296538764 +/- 0.018287533231390492
286,ada_rf,45,0.2,0.3,0.9736564290410444,0.7727598566308244 +/- 0.03089872697996292,0.7048594923594923 +/- 0.04611634329507095,0.6520725421123995 +/- 0.016994047981086016,0.6577028767490276 +/- 0.016533230392128593
287,nn,45,0.2,0.3,0.9736564290410444,0.7799283154121863 +/- 0.028898514132385332,0.7018342768342768 +/- 0.049847133147295365,0.6811347928570872 +/- 0.019800460442042013,0.6850396569783415 +/- 0.01875087911513183
288,knn,45,0.2,0.3,0.9736564290410444,0.7326164874551971 +/- 0.03940516944000315,0.6499511291177957 +/- 0.07046946923896365,0.5908898977902326 +/- 0.0255853984286142,0.5948803766022734 +/- 0.025672659337511353
289,xg,45,0.2,0.3,0.9736564290410444,0.7580645161290323 +/- 0.03409081092828486,0.6780962478879146 +/- 0.050848561704035136,0.656400777033421 +/- 0.022868015241157235,0.658885384870728 +/- 0.022307713283520512
290,rf,45,0.2,0.4,0.9598996122073045,0.8261648745519713 +/- 0.025111666414079442,0.7553120876037542 +/- 0.04312192134950275,0.7266155505114814 +/- 0.022644233221016826,0.7274328196610701 +/- 0.022576284093226526
291,ada_rf,45,0.2,0.4,0.9598996122073045,0.8315412186379928 +/- 0.026085093972607443,0.7593199239032572 +/- 0.04131614604062342,0.7315771531943108 +/- 0.021559957000844194,0.732583816051571 +/- 0.021571693644438023
292,nn,45,0.2,0.4,0.9598996122073045,0.8129032258064516 +/- 0.027753746267875915,0.7416378374711708 +/- 0.05405618010626028,0.7735724705414069 +/- 0.017291884539431156,0.7764333084011885 +/- 0.01697130959242823
293,knn,45,0.2,0.4,0.9598996122073045,0.7784946236559139 +/- 0.030881517996740004,0.693243022409689 +/- 0.06238489131432633,0.6560949552146194 +/- 0.01874515952515172,0.6591771229693417 +/- 0.018797799076800906
294,xg,45,0.2,0.4,0.9598996122073045,0.8236559139784946 +/- 0.036556958647230804,0.7402433214933215 +/- 0.055306146861999674,0.6884404804658723 +/- 0.020949845038004164,0.6891011714900211 +/- 0.020943842991614482
295,rf,45,0.2,0.5,0.9258551535474613,0.9347670250896057 +/- 0.01934522344553997,0.8808157120657121 +/- 0.040569177427758354,0.8985625258133345 +/- 0.01268746535225784,0.8996763513400711 +/- 0.012515949211343988
296,ada_rf,45,0.2,0.5,0.9258551535474613,0.9329749103942653 +/- 0.01756285013032997,0.8795313482813483 +/- 0.04099460451809068,0.9040773861654343 +/- 0.01381285615765839,0.9051996859658661 +/- 0.01349617026826945
297,nn,45,0.2,0.5,0.9258551535474613,0.9344086021505377 +/- 0.017487017089891324,0.8930371326204659 +/- 0.03651205195497833,0.9192179923889565 +/- 0.011822011229326287,0.9196964481311671 +/- 0.011718767320127992
298,knn,45,0.2,0.5,0.9258551535474613,0.9014336917562724 +/- 0.025738901415393933,0.8282117188367188 +/- 0.053636895175778604,0.8869378648387569 +/- 0.015348234099020213,0.8873308610483084 +/- 0.015305196042982264
299,xg,45,0.2,0.5,0.9258551535474613,0.9204301075268817 +/- 0.025663924796762126,0.8614522052022052 +/- 0.04249464789712019,0.9038203966215215 +/- 0.010868704995816344,0.9047465398436695 +/- 0.010812036283552753
300,rf,45,0.3,0.1,0.982938644477106,0.696415770609319 +/- 0.033730258821477926,0.6186589259505926 +/- 0.04900376509196045,0.5984859980366084 +/- 0.02331445640684695,0.6024180844694005 +/- 0.023052643895379064
301,ada_rf,45,0.3,0.1,0.982938644477106,0.6946236559139785 +/- 0.03989452685983696,0.6143370518370519 +/- 0.05686955891264024,0.583704409619939 +/- 0.02020887398894395,0.5877899559807743 +/- 0.020128247479999948
302,nn,45,0.3,0.1,0.982938644477106,0.7322580645161291 +/- 0.039467512765465444,0.6786164067414068 +/- 0.056694686262432445,0.5078795572486492 +/- 0.02374221692167129,0.5158238516093724 +/- 0.023040916837313206
303,knn,45,0.3,0.1,0.982938644477106,0.678494623655914 +/- 0.03875394000522131,0.6103322988739656 +/- 0.06058452873814485,0.5266653918963465 +/- 0.018022218358505454,0.5301676720662037 +/- 0.017564442199309704
304,xg,45,0.3,0.1,0.982938644477106,0.6745519713261648 +/- 0.035374527694237455,0.5892178423428424 +/- 0.05058161097646504,0.4923275531378483 +/- 0.022550937300848686,0.49761064100580216 +/- 0.021959577305185815
305,rf,45,0.3,0.2,0.980498571267802,0.7200716845878137 +/- 0.04406235139939601,0.6328822797572797 +/- 0.05306657131270702,0.5707054683800116 +/- 0.02473319117023478,0.5723471254484985 +/- 0.024579034676836975
306,ada_rf,45,0.3,0.2,0.980498571267802,0.7232974910394265 +/- 0.03670208410333754,0.644074058657392 +/- 0.05286718148075589,0.5534761542050565 +/- 0.024241539148415713,0.5548753477544974 +/- 0.02428976846235866
307,nn,45,0.3,0.2,0.980498571267802,0.7060931899641577 +/- 0.04512184068367247,0.6291191062024395 +/- 0.055804077790617926,0.5064017887412717 +/- 0.024410602734583075,0.512473590817406 +/- 0.024071294084381994
308,knn,45,0.3,0.2,0.980498571267802,0.6874551971326165 +/- 0.03702653669347144,0.6156011812261812 +/- 0.05640338196031541,0.5464032243973731 +/- 0.03104843738243645,0.5506731736077649 +/- 0.030859536908356553
309,xg,45,0.3,0.2,0.980498571267802,0.7078853046594982 +/- 0.03820827718643518,0.621668570626904 +/- 0.050903054328804036,0.5890564429182041 +/- 0.025646494989587463,0.5915264177037463 +/- 0.025312204185878
310,rf,45,0.3,0.3,0.9767473982858599,0.7670250896057348 +/- 0.03368886351994816,0.6940079981746649 +/- 0.05465584205622383,0.6618041566355106 +/- 0.021401833263900407,0.6624468440056904 +/- 0.02158024212915874
311,ada_rf,45,0.3,0.3,0.9767473982858599,0.7659498207885305 +/- 0.03127705357393929,0.6848485619318952 +/- 0.05688580126693947,0.6552190023192788 +/- 0.018161044678957967,0.6558228533301665 +/- 0.018254114425355836
312,nn,45,0.3,0.3,0.9767473982858599,0.7648745519713261 +/- 0.03178911805864036,0.673834151959152 +/- 0.043006110163503815,0.5657182231307482 +/- 0.02337750206207953,0.5718852070266695 +/- 0.02345422485031469
313,knn,45,0.3,0.3,0.9767473982858599,0.7225806451612904 +/- 0.039674058055379234,0.6441253191253191 +/- 0.07120232285270037,0.557651251694285 +/- 0.025219630070189635,0.5610910201894372 +/- 0.02465297062907303
314,xg,45,0.3,0.3,0.9767473982858599,0.753405017921147 +/- 0.03231157758024986,0.6853393134643134 +/- 0.04973445951382849,0.6003861354195564 +/- 0.02555898821984253,0.6032633299598764 +/- 0.025530078328763584
315,rf,45,0.3,0.4,0.9672064287448903,0.8204301075268817 +/- 0.02936610262772452,0.7438647386564053 +/- 0.04856508151249612,0.6634810720967615 +/- 0.021634949244474417,0.6644249642897876 +/- 0.02159401225747206
316,ada_rf,45,0.3,0.4,0.9672064287448903,0.8189964157706093 +/- 0.02839048604688737,0.7433413422996756 +/- 0.0562498918300455,0.6564801223840664 +/- 0.023477807505955364,0.6584086487036174 +/- 0.023050928069347568
317,nn,45,0.3,0.4,0.9672064287448903,0.8028673835125448 +/- 0.03415896340999034,0.7390437494604161 +/- 0.05006193981828625,0.7076565530288815 +/- 0.021211895391592586,0.708948388359872 +/- 0.02108124129249149
318,knn,45,0.3,0.4,0.9672064287448903,0.7792114695340502 +/- 0.036788884581138576,0.6909734555567889 +/- 0.06632901104122874,0.5999143715315681 +/- 0.026963836387372472,0.6040682966418476 +/- 0.026778091091105814
319,xg,45,0.3,0.4,0.9672064287448903,0.803584229390681 +/- 0.030008488695990196,0.7230831668331669 +/- 0.05252258336834061,0.6515894048264552 +/- 0.026872106649184175,0.6522212844530647 +/- 0.026658481219571047
320,rf,45,0.3,0.5,0.9450739666124282,0.9351254480286738 +/- 0.01904404473491254,0.8898022887606221 +/- 0.038169033886765236,0.8821862080856564 +/- 0.012675054800541574,0.8827940630375012 +/- 0.01259774566052553
321,ada_rf,45,0.3,0.5,0.9450739666124282,0.9340501792114695 +/- 0.018022209170627655,0.8900222462722462 +/- 0.034858763755955285,0.8770897858155446 +/- 0.013265098969883916,0.8778725450413054 +/- 0.013132920821609386
322,nn,45,0.3,0.5,0.9450739666124282,0.9340501792114695 +/- 0.020113134100340126,0.8954981361231361 +/- 0.04570423678312056,0.8929296071573312 +/- 0.014783824464695419,0.8935474789403252 +/- 0.014626545525086987
323,knn,45,0.3,0.5,0.9450739666124282,0.9189964157706093 +/- 0.025528932550702814,0.8658485033485034 +/- 0.05413217490238481,0.8290844147301223 +/- 0.018943861711735708,0.8302605528471818 +/- 0.018845995621957337
324,xg,45,0.3,0.5,0.9450739666124282,0.9247311827956989 +/- 0.01956382047945559,0.8744552129968797 +/- 0.03878247960985357,0.8774799134849876 +/- 0.013966220192297821,0.8786678826266676 +/- 0.013784288511717023
325,rf,45,0.4,0.1,0.984074082535621,0.6906810035842293 +/- 0.04316650824069993,0.6120333755750422 +/- 0.05623929776192491,0.5440795116234576 +/- 0.027103340425901443,0.5467582432712195 +/- 0.02700714200557129
326,ada_rf,45,0.4,0.1,0.984074082535621,0.696415770609319 +/- 0.0475608886947717,0.6226472601472601 +/- 0.05793642127559766,0.5357942838634859 +/- 0.026400378186221825,0.5392325225580197 +/- 0.026249500036046983
327,nn,45,0.4,0.1,0.984074082535621,0.7086021505376344 +/- 0.03885668127778198,0.641199888074888 +/- 0.06147271388463441,0.37515399781898123 +/- 0.02668218027029124,0.39898946445236716 +/- 0.027108856550145527
328,knn,45,0.4,0.1,0.984074082535621,0.6623655913978495 +/- 0.04039111713414791,0.577998852998853 +/- 0.06241491963242924,0.4487932289318114 +/- 0.029228704491826643,0.45573003078384566 +/- 0.028313061967644198
329,xg,45,0.4,0.1,0.984074082535621,0.678494623655914 +/- 0.038026979474636236,0.6019157539990874 +/- 0.057592697336472744,0.5368242428795589 +/- 0.029098142904028814,0.5427691558317604 +/- 0.028675181794653302
330,rf,45,0.4,0.2,0.9717596209903903,0.7118279569892473 +/- 0.04230040023974133,0.630558407641741 +/- 0.055473626834286305,0.5889443351444559 +/- 0.02887871712460138,0.5917413560558785 +/- 0.02868571371010797
331,ada_rf,45,0.4,0.2,0.9717596209903903,0.7075268817204301 +/- 0.04432547538751061,0.6216937769021103 +/- 0.04528965771792704,0.5958654746421056 +/- 0.025618316213032247,0.5994521189008604 +/- 0.025500466414249617
332,nn,45,0.4,0.2,0.9717596209903903,0.725089605734767 +/- 0.051504902865491045,0.6481771315104649 +/- 0.06385677355101259,0.517071764430926 +/- 0.02718453936375277,0.5241778370883411 +/- 0.02669467920427023
333,knn,45,0.4,0.2,0.9717596209903903,0.6899641577060932 +/- 0.042176118898603045,0.6211227044560378 +/- 0.05945784085889264,0.48316871193930566 +/- 0.02906836545150133,0.4905178091893978 +/- 0.029135152770203628
334,xg,45,0.4,0.2,0.9717596209903903,0.696415770609319 +/- 0.040889801880398396,0.6084471084471085 +/- 0.05290038385822907,0.5588038167360838 +/- 0.022994066228189874,0.5646796997642858 +/- 0.022501348654483545
335,rf,45,0.4,0.3,0.9797634659173121,0.7236559139784946 +/- 0.034945523508882935,0.6368871098037765 +/- 0.047823872616125335,0.5751143443133645 +/- 0.020469185977325065,0.5784294238914472 +/- 0.020748579930704836
336,ada_rf,45,0.4,0.3,0.9797634659173121,0.7240143369175628 +/- 0.03285000498176228,0.6354028301944968 +/- 0.04664658354796366,0.5839243880443253 +/- 0.021601086450562433,0.5865779224422099 +/- 0.021803421915703027
337,nn,45,0.4,0.3,0.9797634659173121,0.7451612903225806 +/- 0.03342947847898553,0.6706097143597144 +/- 0.052267866626874396,0.5645983175073064 +/- 0.018549018152023415,0.5839984748521982 +/- 0.01787676058066681
338,knn,45,0.4,0.3,0.9797634659173121,0.6939068100358423 +/- 0.041762889201676916,0.612438410355077 +/- 0.05882876857538486,0.5586107426045104 +/- 0.019027657090600676,0.5611940467747667 +/- 0.01886050921641557
339,xg,45,0.4,0.3,0.9797634659173121,0.7057347670250896 +/- 0.03708571176626045,0.6188890199306866 +/- 0.054236736393726566,0.5780103664120755 +/- 0.024505665225426937,0.5822002277869278 +/- 0.024777809703880705
340,rf,45,0.4,0.4,0.9669453730992192,0.7942652329749104 +/- 0.035800247244548014,0.7378957076873743 +/- 0.05499051064149572,0.7309913354739528 +/- 0.019672982296463366,0.7332846340293145 +/- 0.019411463828183935
341,ada_rf,45,0.4,0.4,0.9669453730992192,0.7921146953405018 +/- 0.03368886351994817,0.7327981046731047 +/- 0.05632628537930173,0.7315568372672381 +/- 0.020374730519480574,0.7342226665162089 +/- 0.01992917054907947
342,nn,45,0.4,0.4,0.9669453730992192,0.8121863799283154 +/- 0.0315372858527251,0.7535268358185024 +/- 0.04875837216409834,0.6976932978289679 +/- 0.021712816526963094,0.702305213006999 +/- 0.021104357035341394
343,knn,45,0.4,0.4,0.9669453730992192,0.7455197132616488 +/- 0.028565485563386717,0.6673144371061037 +/- 0.05200533526589393,0.653394052366802 +/- 0.022096623919052514,0.6547709350409493 +/- 0.021969219373385553
344,xg,45,0.4,0.4,0.9669453730992192,0.782437275985663 +/- 0.03384825215810603,0.7137401179067846 +/- 0.05113419145200803,0.7280911135286686 +/- 0.020488233790954026,0.732114155246463 +/- 0.01996321673336379
345,rf,45,0.4,0.5,0.9397008166238936,0.8881720430107527 +/- 0.02372659410947492,0.8332215623882291 +/- 0.04754634022469643,0.8512995110639473 +/- 0.013703622357220427,0.8528399998357956 +/- 0.013652474640370683
346,ada_rf,45,0.4,0.5,0.9397008166238936,0.8874551971326164 +/- 0.023239901059396936,0.8329401693985027 +/- 0.04138525191610661,0.8612143039609218 +/- 0.015511615998023377,0.8623209166389174 +/- 0.015447621783014318
347,nn,45,0.4,0.5,0.9397008166238936,0.8634408602150537 +/- 0.03573522507657922,0.8012144105894106 +/- 0.0596819757628618,0.8009804927061082 +/- 0.025004487277419832,0.8052574634691668 +/- 0.023850292789156385
348,knn,45,0.4,0.5,0.9397008166238936,0.8519713261648746 +/- 0.03500631820267791,0.7685725539892206 +/- 0.0629457816438472,0.8219806968985349 +/- 0.01611122635937965,0.8225687235151601 +/- 0.016128918334450328
349,xg,45,0.4,0.5,0.9397008166238936,0.8792114695340502 +/- 0.030892274734673476,0.8138849961766629 +/- 0.058065298430617855,0.8348987996642205 +/- 0.019797297101432697,0.8362400783016446 +/- 0.019587402979356593
350,rf,45,0.5,0.1,0.9852053575130498,0.6688172043010753 +/- 0.04694637566600895,0.596206147247814 +/- 0.06120300563747474,0.526706910651752 +/- 0.027790935180969284,0.5305125783824558 +/- 0.02726060742567453
351,ada_rf,45,0.5,0.1,0.9852053575130498,0.6695340501792114 +/- 0.04482041431201034,0.604657803616137 +/- 0.0564567860985138,0.517014978504046 +/- 0.025355583768458388,0.5211078620997158 +/- 0.025258655970784614
352,nn,45,0.5,0.1,0.9852053575130498,0.6849462365591398 +/- 0.03863028978838346,0.603860799694133 +/- 0.046878746505017964,0.31848482381145 +/- 0.02747297223736236,0.3478535509097193 +/- 0.027669166057642847
353,knn,45,0.5,0.1,0.9852053575130498,0.6562724014336918 +/- 0.04192962066323178,0.5806359535526202 +/- 0.060450332667659396,0.4587649297493778 +/- 0.01822927760843442,0.462608049243916 +/- 0.018288475009176217
354,xg,45,0.5,0.1,0.9852053575130498,0.6702508960573477 +/- 0.046855701751009345,0.5920231774398441 +/- 0.059067098785460424,0.521369799844394 +/- 0.028552112998198473,0.5250265581169239 +/- 0.028249750827994292
355,rf,45,0.5,0.2,0.9841932549624858,0.6806451612903226 +/- 0.04589425853783059,0.6126033688533689 +/- 0.05495941978709659,0.5933348409211999 +/- 0.027503782075262804,0.5954158040410759 +/- 0.027512955285043616
356,ada_rf,45,0.5,0.2,0.9841932549624858,0.6827956989247311 +/- 0.038588985002673326,0.6091303372553373 +/- 0.04474646948599972,0.5831231829444085 +/- 0.02763159781277621,0.5851194279473381 +/- 0.027717152177800797
357,nn,45,0.5,0.2,0.9841932549624858,0.717562724014337 +/- 0.041590696667413836,0.6365820907487574 +/- 0.0588745110751086,0.5287684620631182 +/- 0.016663434411188626,0.5391876249602205 +/- 0.01593797799503006
358,knn,45,0.5,0.2,0.9841932549624858,0.6652329749103942 +/- 0.0355768193460445,0.5826885691469025 +/- 0.061582642862844074,0.5073122959626035 +/- 0.030429386336848323,0.5110846882441441 +/- 0.02960941381484474
359,xg,45,0.5,0.2,0.9841932549624858,0.6709677419354839 +/- 0.04452291723503143,0.5970351022434356 +/- 0.049944391237498616,0.5579675182542407 +/- 0.028275182328667027,0.5601687583394497 +/- 0.028105039359474077
360,rf,45,0.5,0.3,0.9838696854081469,0.72831541218638 +/- 0.03548705430977911,0.6480829355829356 +/- 0.05124488380444643,0.6152119630801378 +/- 0.025654645678226836,0.6159612749876009 +/- 0.025705849972310017
361,ada_rf,45,0.5,0.3,0.9838696854081469,0.7258064516129032 +/- 0.03228894826137037,0.6425216758550092 +/- 0.04791045870297555,0.6338071984937749 +/- 0.02598776082453441,0.6352001331099568 +/- 0.025979697228379336
362,nn,45,0.5,0.3,0.9838696854081469,0.7437275985663082 +/- 0.044206887622129654,0.6728140301056967 +/- 0.06843592176089211,0.5794829526728041 +/- 0.022493121152197964,0.5894081080920506 +/- 0.02151870185682803
363,knn,45,0.5,0.3,0.9838696854081469,0.6917562724014337 +/- 0.04006737514439036,0.617651291609625 +/- 0.06633917819269068,0.5455635786007483 +/- 0.025406025063392255,0.5516537487963569 +/- 0.024999881058951394
364,xg,45,0.5,0.3,0.9838696854081469,0.7236559139784946 +/- 0.03270607202658113,0.6380128359295026 +/- 0.051131044719577454,0.6364095127457029 +/- 0.02523108317783384,0.6385503331646205 +/- 0.025060971055036442
365,rf,45,0.5,0.4,0.9746193869270793,0.7727598566308244 +/- 0.032410138798227635,0.6876273417940084 +/- 0.039193754764410935,0.6925000457398616 +/- 0.01777380374555552,0.6942476917105379 +/- 0.017334314215465305
366,ada_rf,45,0.5,0.4,0.9746193869270793,0.7734767025089606 +/- 0.0323115775802499,0.6866079136912471 +/- 0.0507676119866473,0.7000828467878338 +/- 0.018433808435769646,0.7008174379484188 +/- 0.018341468376244084
367,nn,45,0.5,0.4,0.9746193869270793,0.7885304659498208 +/- 0.033451336255462386,0.7195777216610549 +/- 0.05740338091437128,0.6345230179430827 +/- 0.021588379216919844,0.645305965161676 +/- 0.020795311173428102
368,knn,45,0.5,0.4,0.9746193869270793,0.7322580645161291 +/- 0.03564585894711898,0.6501178990762324 +/- 0.06693971586981809,0.5684754056942247 +/- 0.025902100840568505,0.5718749676184632 +/- 0.025892901538802252
369,xg,45,0.5,0.4,0.9746193869270793,0.7652329749103942 +/- 0.033421526652403256,0.6803802678802678 +/- 0.04749347255426185,0.686150538512949 +/- 0.019055874885006572,0.6904952663618283 +/- 0.018628664632174226
370,rf,45,0.5,0.5,0.952006410467949,0.8903225806451612 +/- 0.022306187331726457,0.8374377166043833 +/- 0.037255416172655605,0.866693343303629 +/- 0.017222300149581902,0.8678630841495526 +/- 0.01689535934631641
371,ada_rf,45,0.5,0.5,0.952006410467949,0.8863799283154121 +/- 0.02390793940368305,0.8410482264648931 +/- 0.03542790601821577,0.851457141154541 +/- 0.0191184484582783,0.8531039780792218 +/- 0.018671564597946673
372,nn,45,0.5,0.5,0.952006410467949,0.8734767025089606 +/- 0.03601675499070823,0.8203918381001715 +/- 0.05298908346785511,0.7683860119895074 +/- 0.019329985127998106,0.7771787855534249 +/- 0.0172890139653428
373,knn,45,0.5,0.5,0.952006410467949,0.8465949820788531 +/- 0.03053530169814495,0.7687313458146792 +/- 0.05991262221215313,0.7716948076708632 +/- 0.01891875601067928,0.7763080704742095 +/- 0.01837606647684495
374,xg,45,0.5,0.5,0.952006410467949,0.8756272401433691 +/- 0.024727689671790714,0.8168182897349564 +/- 0.0386331089657322,0.8354087087396017 +/- 0.019664237617179336,0.8369473566469747 +/- 0.019251320364063008
375,rf,60,0.1,0.1,0.9579106818654151,0.7039426523297491 +/- 0.04307867581993805,0.6490683313599981 +/- 0.047512892951035716,0.5730752596444001 +/- 0.02628095270396885,0.5804418033553085 +/- 0.025857926147518823
376,ada_rf,60,0.1,0.1,0.9579106818654151,0.7017921146953405 +/- 0.04783255198000305,0.6465189902689903 +/- 0.05552201170484265,0.5567267420248453 +/- 0.0284539748400412,0.560828518930338 +/- 0.02777127196125878
377,nn,60,0.1,0.1,0.9579106818654151,0.7168458781362007 +/- 0.04786588090192878,0.6353539207705874 +/- 0.05765931472582162,0.39164986251942163 +/- 0.02107219725659928,0.4061452784725829 +/- 0.021607206230153813
378,knn,60,0.1,0.1,0.9579106818654151,0.7003584229390681 +/- 0.02777289338727508,0.6254596869180202 +/- 0.05438082626908052,0.5789183523689593 +/- 0.02167411575107183,0.587928599723144 +/- 0.021708460243327145
379,xg,60,0.1,0.1,0.9579106818654151,0.7017921146953405 +/- 0.04716102752231939,0.6333802000468667 +/- 0.06761312939264764,0.5298935628539206 +/- 0.023054759301971255,0.5377758969107193 +/- 0.02255527673494465
380,rf,60,0.1,0.2,0.9719100257103009,0.7293906810035843 +/- 0.03882931018605027,0.6490112125528792 +/- 0.04736612537730192,0.6128065038837394 +/- 0.016239915266538337,0.6164669596968995 +/- 0.01573348827429512
381,ada_rf,60,0.1,0.2,0.9719100257103009,0.7322580645161291 +/- 0.04026754370272544,0.6444487225737225 +/- 0.0466803920685852,0.595540239422491 +/- 0.01983529548880954,0.6007913963154283 +/- 0.019076362920879268
382,nn,60,0.1,0.2,0.9719100257103009,0.7308243727598567 +/- 0.03498353257331469,0.6517781986531986 +/- 0.04459991897502274,0.6120076577715811 +/- 0.018881981529607423,0.6193108921769821 +/- 0.018090627357448697
383,knn,60,0.1,0.2,0.9719100257103009,0.703584229390681 +/- 0.03557121566774664,0.6266834246000913 +/- 0.06138527147776904,0.6367305237649801 +/- 0.028453195435733578,0.6405445867379084 +/- 0.027595835915057636
384,xg,60,0.1,0.2,0.9719100257103009,0.7136200716845879 +/- 0.0386646767364317,0.6317303838137172 +/- 0.05948830019597002,0.6246272163212124 +/- 0.016229750772529774,0.6289942290943324 +/- 0.015963615090780127
385,rf,60,0.1,0.3,0.963117913165321,0.7853046594982078 +/- 0.03665316850192878,0.7281949917366584 +/- 0.058968535091819034,0.6784356847766055 +/- 0.0187910376407365,0.6811106237733976 +/- 0.018632387016792592
386,ada_rf,60,0.1,0.3,0.963117913165321,0.7903225806451613 +/- 0.03443987270203812,0.7331006956006956 +/- 0.05437086539277542,0.6836330148019668 +/- 0.01871658956022837,0.6858888759286976 +/- 0.01873847847561112
387,nn,60,0.1,0.3,0.963117913165321,0.7942652329749104 +/- 0.033854141029694904,0.7354528187861521 +/- 0.055792007793008684,0.6942294028026367 +/- 0.021783117781128715,0.6968071102507818 +/- 0.02120414625674356
388,knn,60,0.1,0.3,0.963117913165321,0.7354838709677419 +/- 0.035449585125737815,0.6711043200626534 +/- 0.06612460773590254,0.6691156211248533 +/- 0.01779565080828877,0.6718862201003922 +/- 0.017507538568054787
389,xg,60,0.1,0.3,0.963117913165321,0.7670250896057348 +/- 0.030976049092471314,0.7012364564447898 +/- 0.044676342672469734,0.6399729886770475 +/- 0.021224477816072927,0.6418622587135987 +/- 0.02102038158467447
390,rf,60,0.1,0.4,0.9434036935520342,0.8376344086021505 +/- 0.02771780976922464,0.7719728188478189 +/- 0.04008368501786616,0.7425408691085891 +/- 0.018109060415447957,0.7431654448906356 +/- 0.018177159243879658
391,ada_rf,60,0.1,0.4,0.9434036935520342,0.8412186379928316 +/- 0.023059065387738,0.7778897799731133 +/- 0.039615011969440915,0.7808673306654536 +/- 0.019414836406430148,0.7819262174132741 +/- 0.019552115272802244
392,nn,60,0.1,0.4,0.9434036935520342,0.8351254480286738 +/- 0.026389008233532435,0.7716962821129488 +/- 0.05392613998842769,0.7856354925154098 +/- 0.019531781125429373,0.7863261936886372 +/- 0.019566632275846083
393,knn,60,0.1,0.4,0.9434036935520342,0.7853046594982079 +/- 0.03998270637495285,0.7243925056425057 +/- 0.06202708727362915,0.7180779137900589 +/- 0.0163133533582351,0.719747787238759 +/- 0.016198455211401466
394,xg,60,0.1,0.4,0.9434036935520342,0.8050179211469534 +/- 0.034897953963119975,0.7324081396998063 +/- 0.051852831780144874,0.7661892189567552 +/- 0.018048238663507486,0.7677669985778015 +/- 0.017856893335503048
395,rf,60,0.1,0.5,0.9196035359179571,0.9573476702508961 +/- 0.01966207216571722,0.9256268808352142 +/- 0.043373714945839546,0.9200851113371055 +/- 0.01560681391646857,0.9212322144569697 +/- 0.015254409190572332
396,ada_rf,60,0.1,0.5,0.9196035359179571,0.9559139784946237 +/- 0.019430905605650993,0.9255494120077453 +/- 0.0411279680506166,0.9305124704301201 +/- 0.013873008610726123,0.9313101429482757 +/- 0.013642655104513308
397,nn,60,0.1,0.5,0.9196035359179571,0.9523297491039426 +/- 0.016388551941102857,0.9192994120077453 +/- 0.03645067070303308,0.9515913322952884 +/- 0.013140012928825702,0.9520454347199542 +/- 0.01297595695365473
398,knn,60,0.1,0.5,0.9196035359179571,0.9344086021505377 +/- 0.024994966023097313,0.8768506570589903 +/- 0.060251384219727075,0.8982227506786868 +/- 0.017084262008813255,0.8989260249908761 +/- 0.01694861017458667
399,xg,60,0.1,0.5,0.9196035359179571,0.9494623655913978 +/- 0.019389825420997257,0.9104950219533553 +/- 0.04567864254829156,0.9412067686658168 +/- 0.01219795501220686,0.941993476331573 +/- 0.0119378179326343
400,rf,60,0.2,0.1,0.97798427057641,0.7100358422939068 +/- 0.03988286593351654,0.6316131784881784 +/- 0.057044639102567345,0.5560719221141756 +/- 0.02664332005797769,0.5653281929443709 +/- 0.026665084057602324
401,ada_rf,60,0.2,0.1,0.97798427057641,0.7111111111111111 +/- 0.0405028311669519,0.6274634316300983 +/- 0.058191284008926106,0.5680683927311122 +/- 0.0234710003110143,0.5758838835857697 +/- 0.023136967603148376
402,nn,60,0.2,0.1,0.97798427057641,0.7397849462365591 +/- 0.03474529376503985,0.6663890122223456 +/- 0.04586546847713653,0.46404905152277204 +/- 0.022499307781529605,0.48510654721141916 +/- 0.022745755157768974
403,knn,60,0.2,0.1,0.97798427057641,0.6942652329749104 +/- 0.03785183586000822,0.6189178105844773 +/- 0.058071621884960095,0.5008405172435973 +/- 0.023694363558117496,0.5062466623070861 +/- 0.02368567763574823
404,xg,60,0.2,0.1,0.97798427057641,0.7003584229390681 +/- 0.04270687362029621,0.6258966342299676 +/- 0.05291695822291579,0.5222547590845814 +/- 0.02246971717942027,0.5287938906489614 +/- 0.02229382709997326
405,rf,60,0.2,0.2,0.9750329057868437,0.7637992831541218 +/- 0.033109915846928926,0.685450390658724 +/- 0.05304820122026305,0.6334009539210529 +/- 0.02346237370099246,0.6405117118274446 +/- 0.022571468550830445
406,ada_rf,60,0.2,0.2,0.9750329057868437,0.7648745519713261 +/- 0.03050917709473274,0.6878122648955982 +/- 0.05655872624393122,0.6424229739742952 +/- 0.023328720526163665,0.6499662607489448 +/- 0.021993112717251333
