,Model,Neighbours,Distance,Weight,Trustworthiness,Accuracy,Bal. Accuracy,Cohen K,Matt. Corr. Coef
38,knn,15,0.2,0.3,0.9853187251951991,0.7387096774193549 +/- 0.03650784859776953,0.6820902862569529 +/- 0.05604795783064491,0.6312633000750635 +/- 0.028295315319763165,0.6357300629390809 +/- 0.027857385989648573
39,xg,15,0.2,0.3,0.9853187251951991,0.7799283154121863 +/- 0.04176288920167691,0.7278258007424674 +/- 0.053292221194653766,0.7029781454782932 +/- 0.026040476311939627,0.7048337194096651 +/- 0.02561644124477363
40,rf,15,0.2,0.4,0.9764179348008657,0.8139784946236559 +/- 0.03246135424498232,0.7716922352339018 +/- 0.038463702525319526,0.7213966165963419 +/- 0.01907467501065465,0.7242297033070825 +/- 0.019081395117214434
41,ada_rf,15,0.2,0.4,0.9764179348008657,0.8161290322580645 +/- 0.03802697947463624,0.7769216123382789 +/- 0.04530827956434395,0.7176828570947271 +/- 0.02108057866130993,0.7215476293660652 +/- 0.02118088473126067
42,nn,15,0.2,0.4,0.9764179348008657,0.8207885304659498 +/- 0.031104492141393904,0.7876055271888605 +/- 0.04847596638721848,0.7225507215847463 +/- 0.014714147442194242,0.7311160233660421 +/- 0.014210230280601284
43,knn,15,0.2,0.4,0.9764179348008657,0.7741935483870968 +/- 0.03638204396599504,0.6933675506592173 +/- 0.06179928531690271,0.6522597157597948 +/- 0.01817644195340663,0.6538283765032108 +/- 0.018161090634119404
44,xg,15,0.2,0.4,0.9764179348008657,0.7917562724014336 +/- 0.03532377376913024,0.7410888108804775 +/- 0.051393046690410685,0.7071270718787712 +/- 0.019395644504752597,0.710781102013874 +/- 0.01926863472906296
45,rf,15,0.2,0.5,0.9727792414709877,0.9025089605734766 +/- 0.02647950233570008,0.864284904909905 +/- 0.04775715767438245,0.7943685309465242 +/- 0.016470798704663628,0.7947149995439178 +/- 0.016484838818764933
46,ada_rf,15,0.2,0.5,0.9727792414709877,0.9021505376344086 +/- 0.02925728853373419,0.8600447777531111 +/- 0.05259762805509254,0.7890986477124764 +/- 0.018593325487092627,0.7895208694431279 +/- 0.018595734329595586
47,nn,15,0.2,0.5,0.9727792414709877,0.8874551971326164 +/- 0.028341292544277325,0.8666700968784302 +/- 0.04502265879488269,0.8344019730730743 +/- 0.01951338805744011,0.8352062050077577 +/- 0.01937053419064484
48,knn,15,0.2,0.5,0.9727792414709877,0.839426523297491 +/- 0.039425399698599484,0.7650781317447984 +/- 0.06636927460259398,0.7270404159803427 +/- 0.0209782249447258,0.730050237371831 +/- 0.02046792810354061
49,xg,15,0.2,0.5,0.9727792414709877,0.8802867383512545 +/- 0.032777103882205665,0.8346194700361367 +/- 0.059545181588121894,0.7854652456123979 +/- 0.019742794999080823,0.786295782544489 +/- 0.019677852802889667
50,rf,15,0.3,0.1,0.9900208756244692,0.7132616487455197 +/- 0.04608353784841146,0.6586404336404337 +/- 0.05763671737458191,0.5256230697069746 +/- 0.02612194943153784,0.5312312993425137 +/- 0.02640010173039622
51,ada_rf,15,0.3,0.1,0.9900208756244692,0.7129032258064516 +/- 0.04439288376333463,0.6683835069251736 +/- 0.05710417099104754,0.5368628678191297 +/- 0.024639402209757112,0.5430322369845596 +/- 0.024735321985596224
52,nn,15,0.3,0.1,0.9900208756244692,0.6695340501792115 +/- 0.04535099142322368,0.6160123826790493 +/- 0.06609782755068602,0.41735981886595735 +/- 0.020682292767989156,0.4494333906634133 +/- 0.020046272507848753
53,knn,15,0.3,0.1,0.9900208756244692,0.6426523297491039 +/- 0.04488707942823182,0.599670584045584 +/- 0.0629263609471718,0.4442143581570552 +/- 0.031003486119264873,0.4504512822344068 +/- 0.030843952627619273
54,xg,15,0.3,0.1,0.9900208756244692,0.7078853046594982 +/- 0.04809439201199495,0.6362383372800039 +/- 0.059607053669206454,0.5557743537406918 +/- 0.021955886356872067,0.5616180595143495 +/- 0.021921491240429733
55,rf,15,0.3,0.2,0.987044347504763,0.7272401433691756 +/- 0.04566201334535076,0.6715768028268028 +/- 0.054817692492386806,0.5715159789318921 +/- 0.02487618456490308,0.577321849976913 +/- 0.024639822612957524
56,ada_rf,15,0.3,0.2,0.987044347504763,0.7168458781362007 +/- 0.03844234029093252,0.6615513344680011 +/- 0.05655497761822743,0.5541800514742039 +/- 0.025406114861374094,0.5592468576818528 +/- 0.02526628229404359
57,nn,15,0.3,0.2,0.987044347504763,0.7426523297491039 +/- 0.039222627568849144,0.6888417909251242 +/- 0.05405854176156089,0.4129112390274947 +/- 0.02607322627217073,0.43069175307503516 +/- 0.02556201299298939
58,knn,15,0.3,0.2,0.987044347504763,0.6881720430107527 +/- 0.040133657034437706,0.6333181093597761 +/- 0.05475233240394655,0.4878258678668884 +/- 0.02442199078264912,0.4932598451659695 +/- 0.024238581395077893
59,xg,15,0.3,0.2,0.987044347504763,0.7089605734767025 +/- 0.047076413446290974,0.6381922861089527 +/- 0.054854693068467165,0.5548091941207834 +/- 0.026027544867898635,0.5588703878575463 +/- 0.02631155405013243
60,rf,15,0.3,0.3,0.9841774284110051,0.7612903225806452 +/- 0.04105684204258012,0.717215153673487 +/- 0.05122956967391941,0.6422774506725428 +/- 0.02128564734058535,0.6482082678332063 +/- 0.02108715662486804
61,ada_rf,15,0.3,0.3,0.9841774284110051,0.7562724014336918 +/- 0.04182012915891635,0.7147851762435096 +/- 0.05238020109588485,0.6482600017373347 +/- 0.019019109923848792,0.6553501906931 +/- 0.01875414165630279
62,nn,15,0.3,0.3,0.9841774284110051,0.7272401433691756 +/- 0.04703828745467299,0.6822870802037468 +/- 0.06782095821027871,0.5085684341136925 +/- 0.024696562775981014,0.5179787863663181 +/- 0.024393900937640853
63,knn,15,0.3,0.3,0.9841774284110051,0.7236559139784946 +/- 0.03964892721225747,0.6727286602286602 +/- 0.06426252242535091,0.5552113993094927 +/- 0.02294580031721509,0.5654085071329495 +/- 0.022637944125263227
64,xg,15,0.3,0.3,0.9841774284110051,0.7172043010752688 +/- 0.041897913444039585,0.6518127320210654 +/- 0.0580693469468764,0.586448618666199 +/- 0.024566640078245123,0.5927206939314256 +/- 0.024070208065987794
65,rf,15,0.3,0.4,0.9812036837078948,0.8254480286738352 +/- 0.03349302512724414,0.7831459435626102 +/- 0.05654870498501075,0.7363784071972383 +/- 0.023168174340543638,0.7387197510347804 +/- 0.02274885131309644
66,ada_rf,15,0.3,0.4,0.9812036837078948,0.8218637992831541 +/- 0.03899324854274461,0.7818924516841184 +/- 0.05981684993175754,0.7571042740996275 +/- 0.020893135773351442,0.7594082127382706 +/- 0.020769210573495612
67,nn,15,0.3,0.4,0.9812036837078948,0.7992831541218638 +/- 0.04341057521826615,0.7597256524339857 +/- 0.064984296264805,0.7239783751308903 +/- 0.01780825603649301,0.7287129494965765 +/- 0.017370327058184726
68,knn,15,0.3,0.4,0.9812036837078948,0.7863799283154121 +/- 0.03361778155781237,0.7250051260467927 +/- 0.05308332065113267,0.5966687232872778 +/- 0.020896053157999236,0.6026791729845629 +/- 0.0205065973670326
69,xg,15,0.3,0.4,0.9812036837078948,0.7946236559139785 +/- 0.03823609284372669,0.7412438256188256 +/- 0.056659182054943476,0.7218582090195919 +/- 0.020817142561953068,0.7252099911897257 +/- 0.020549958760558106
70,rf,15,0.3,0.5,0.9712136176257457,0.8831541218637993 +/- 0.02306770875608841,0.8402676798510131 +/- 0.04567796045989582,0.8302324445285061 +/- 0.01451125282276361,0.8318869062394019 +/- 0.01419527238100372
71,ada_rf,15,0.3,0.5,0.9712136176257457,0.8849462365591397 +/- 0.025593921537665584,0.8461683378350044 +/- 0.048738638234915276,0.8188566863035552 +/- 0.017448059759860714,0.8201218429244695 +/- 0.017115844708365472
72,nn,15,0.3,0.5,0.9712136176257457,0.8813620071684588 +/- 0.029138948051545113,0.850482387982388 +/- 0.04431310156686826,0.7515887942093484 +/- 0.011581525970799237,0.7586033450354429 +/- 0.011179073226637318
73,knn,15,0.3,0.5,0.9712136176257457,0.8401433691756273 +/- 0.03796227051517844,0.7857669722253056 +/- 0.06744261876549963,0.7782256647451528 +/- 0.019773622138509035,0.7791142404864249 +/- 0.01972801381684433
74,xg,15,0.3,0.5,0.9712136176257457,0.8663082437275986 +/- 0.02703822935080993,0.8211228971645639 +/- 0.053229184860283385,0.7349039251714908 +/- 0.01698407192292897,0.7368643023364047 +/- 0.016737093603290426
